Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	parkinsons_gene	stuttering_gene	tic_gene
ACTR3	Actin Related Protein 3	Protein Coding	P61158	53	GC02P113889	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3	False	True	False	False
ACTR5	Actin Related Protein 5	Protein Coding	Q9H9F9	43	GC20P038748	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR5	True	False	False	False
ACTR8	Actin Related Protein 8	Protein Coding	Q9H981	40	GC03M053858	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR8	True	False	False	False
ACVR1	Activin A Receptor Type 1	Protein Coding	Q04771	64	GC02M157736	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1	False	True	False	False
ACVR2A	Activin A Receptor Type 2A	Protein Coding	P27037	58	GC02P147844	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A	True	False	False	False
ACVR2B	Activin A Receptor Type 2B	Protein Coding	Q13705	62	GC03P038453	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2B	False	True	False	False
ACVRL1	Activin A Receptor Like Type 1	Protein Coding	P37023	63	GC12P051906	3.64978671073914	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVRL1	True	False	False	False
ACY1	Aminoacylase 1	Protein Coding	Q03154	57	GC03P051983	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACY1	True	True	False	False
ACYP1	Acylphosphatase 1	Protein Coding	P07311	49	GC14M075053	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1	True	True	False	False
ACYP2	Acylphosphatase 2	Protein Coding	P14621	50	GC02P053970	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2	False	True	False	False
ADA	Adenosine Deaminase	Protein Coding	P00813	64	GC20M044620	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA	True	True	False	True
ADA2	Adenosine Deaminase 2	Protein Coding	Q9NZK5	54	GC22M018001	3.64978671073914	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2	True	False	False	False
ADAD1	Adenosine Deaminase Domain Containing 1	Protein Coding	Q96M93	45	GC04P122378	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAD1	True	False	False	False
ADAM10	ADAM Metallopeptidase Domain 10	Protein Coding	O14672	67	GC15M058588	4.08882904052734	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10	True	True	False	True
ADAM15	ADAM Metallopeptidase Domain 15	Protein Coding	Q13444	55	GC01P155050	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM15	True	False	False	False
ADAM15-EFNA4	ADAM15-EFNA4 Readthrough	RNA Gene		4	GC01P177496	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM15-EFNA4	True	False	False	False
ADAM17	ADAM Metallopeptidase Domain 17	Protein Coding	P78536	64	GC02M009488	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM17	False	True	False	False
ADAM19	ADAM Metallopeptidase Domain 19	Protein Coding	Q9H013	54	GC05M157395	0.613481640815735	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM19	True	False	False	False
ADAM20	ADAM Metallopeptidase Domain 20	Protein Coding	O43506	42	GC14M070522	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM20	True	False	False	False
ADAM21	ADAM Metallopeptidase Domain 21	Protein Coding	Q9UKJ8	45	GC14P070418	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM21	True	False	False	False
ADAMTS1	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 1	Protein Coding	Q9UHI8	58	GC21M026835	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS1	True	False	False	False
ADAMTS10	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 10	Protein Coding	Q9H324	56	GC19M008580	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS10	True	False	False	False
ADAMTS12	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 12	Protein Coding	P58397	51	GC05M033524	0.233286023139954	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS12	False	False	False	True
ADAMTS15	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 15	Protein Coding	Q8TE58	48	GC11P130448	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS15	True	False	False	False
ADAMTS16	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 16	Protein Coding	Q8TE57	48	GC05P005140	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS16	False	True	False	False
ADAMTS17	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 17	Protein Coding	Q8TE56	51	GC15M099971	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS17	True	False	False	False
ADAMTS2	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 2	Protein Coding	O95450	55	GC05M179110	7.55231952667236	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS2	True	False	False	True
ADAMTS4	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4	Protein Coding	O75173	57	GC01M161184	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4	True	False	False	False
ADAMTS6	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 6	Protein Coding	Q9UKP5	49	GC05M065148	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS6	True	False	False	False
ADAMTS8	ADAM Metallopeptidase With Thrombospondin Type 1 Motif 8	Protein Coding	Q9UP79	51	GC11M130404	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS8	True	False	False	False
ADAMTSL1	ADAMTS Like 1	Protein Coding	Q8N6G6	52	GC09P017906	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1	False	True	False	False
ADAMTSL2	ADAMTS Like 2	Protein Coding	Q86TH1	52	GC09P153167	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL2	True	False	False	True
ADAMTSL4	ADAMTS Like 4	Protein Coding	Q6UY14	51	GC01P150549	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL4	True	False	False	False
ADAP2	ArfGAP With Dual PH Domains 2	Protein Coding	Q9NPF8	48	GC17P030906	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAP2	True	True	False	False
ADAR	Adenosine Deaminase RNA Specific	Protein Coding	P55265	60	GC01M167413	14.5442428588867	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAR	True	True	False	False
ADARB1	Adenosine Deaminase RNA Specific B1	Protein Coding	P78563	58	GC21P045073	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB1	False	True	False	False
ADARB2	Adenosine Deaminase RNA Specific B2 (Inactive)	Protein Coding	Q9NS39	53	GC10M001300	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2	True	False	False	False
ADAT3	Adenosine Deaminase TRNA Specific 3	Protein Coding	Q96EY9	46	GC19P151430	2.74776268005371	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAT3	True	False	False	False
ADCK5	AarF Domain Containing Kinase 5	Protein Coding	Q3MIX3	45	GC08P148718	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCK5	True	False	False	False
ADCY1	Adenylate Cyclase 1	Protein Coding	Q08828	61	GC07P045580	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY1	True	True	False	False
ADCY10	Adenylate Cyclase 10	Protein Coding	Q96PN6	56	GC01M167809	3.34104585647583	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10	False	True	False	True
ADCY2	Adenylate Cyclase 2	Protein Coding	Q08462	57	GC05P007396	2.5813364982605	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2	True	False	False	False
ADCY5	Adenylate Cyclase 5	Protein Coding	O95622	61	GC03M123282	15.3091583251953	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY5	True	True	False	True
ADCY6	Adenylate Cyclase 6	Protein Coding	O43306	60	GC12M048766	3.60535192489624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY6	True	False	False	False
ADCY9	Adenylate Cyclase 9	Protein Coding	O60503	56	GC16M003953	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY9	True	False	False	False
ADCYAP1	Adenylate Cyclase Activating Polypeptide 1	Protein Coding	P18509	55	GC18P000895	4.20236349105835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1	False	True	False	True
ADCYAP1R1	ADCYAP Receptor Type I	Protein Coding	P41586	57	GC07P031058	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1R1	True	False	False	False
ADD2	Adducin 2	Protein Coding	P35612	53	GC02M070626	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD2	False	True	False	True
ADGRA2	Adhesion G Protein-Coupled Receptor A2	Protein Coding	Q96PE1	47	GC08P044752	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA2	True	False	False	False
ADGRA3	Adhesion G Protein-Coupled Receptor A3	Protein Coding	Q8IWK6	48	GC04M022345	0.423054456710815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRA3	False	False	False	True
ADGRB1	Adhesion G Protein-Coupled Receptor B1	Protein Coding	O14514	50	GC08P142449	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB1	True	False	False	False
ADGRB2	Adhesion G Protein-Coupled Receptor B2	Protein Coding	O60241	51	GC01M031727	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB2	True	False	False	False
ADGRE2	Adhesion G Protein-Coupled Receptor E2	Protein Coding	Q9UHX3	53	GC19M108276	1.10575127601624	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE2	False	True	False	False
ADGRE3	Adhesion G Protein-Coupled Receptor E3	Protein Coding	Q9BY15	41	GC19M108273	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE3	True	False	False	False
ADGRG1	Adhesion G Protein-Coupled Receptor G1	Protein Coding	Q9Y653	55	GC16P057610	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG1	True	False	False	False
ADGRG2	Adhesion G Protein-Coupled Receptor G2	Protein Coding	Q8IZP9	49	GC0XM018989	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG2	True	False	False	False
ADGRG4	Adhesion G Protein-Coupled Receptor G4	Protein Coding	Q8IZF6	42	GC0XP136300	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG4	True	False	False	False
ADGRG6	Adhesion G Protein-Coupled Receptor G6	Protein Coding	Q86SQ4	54	GC06P142301	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRG6	True	False	False	False
ADGRL1	Adhesion G Protein-Coupled Receptor L1	Protein Coding	O94910	53	GC19M014147	70.4538192749023	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL1	True	False	False	True
ADGRL1-AS1	ADGRL1 Antisense RNA 1	RNA Gene		18	GC19P151988	62.8093338012695	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL1-AS1	True	False	False	True
ADGRL2	Adhesion G Protein-Coupled Receptor L2	Protein Coding	O95490	52	GC01P081306	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL2	True	False	False	False
ADGRL3	Adhesion G Protein-Coupled Receptor L3	Protein Coding	Q9HAR2	51	GC04P061201	20.9736423492432	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL3	True	False	False	True
ADGRL3-AS1	ADGRL3 Antisense RNA 1	RNA Gene		13	GC04M062071	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL3-AS1	True	False	False	False
ADGRL4	Adhesion G Protein-Coupled Receptor L4	Protein Coding	Q9HBW9	47	GC01M078889	2.06116414070129	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL4	True	False	False	False
ADGRV1	Adhesion G Protein-Coupled Receptor V1	Protein Coding	Q8WXG9	52	GC05P090529	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRV1	True	True	False	False
ADH1A	Alcohol Dehydrogenase 1A (Class I), Alpha Polypeptide	Protein Coding	P07327	55	GC04M099276	4.39398384094238	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1A	False	True	False	False
ADH1B	Alcohol Dehydrogenase 1B (Class I), Beta Polypeptide	Protein Coding	P00325	57	GC04M099304	1.66657423973083	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1B	True	True	False	False
ADH1C	Alcohol Dehydrogenase 1C (Class I), Gamma Polypeptide	Protein Coding	P00326	54	GC04M099336	7.09370470046997	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1C	False	True	False	False
ADH4	Alcohol Dehydrogenase 4 (Class II), Pi Polypeptide	Protein Coding	P08319	57	GC04M099123	4.64698696136475	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH4	False	True	False	False
ADH5	Alcohol Dehydrogenase 5 (Class III), Chi Polypeptide	Protein Coding	P11766	58	GC04M099070	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH5	True	True	False	False
ADH5P2	ADH5 Pseudogene 2	Pseudogene		9	GC01P079521	0.433797001838684	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH5P2	True	False	False	False
ADH6	Alcohol Dehydrogenase 6 (Class V)	Protein Coding	P28332	52	GC04M099202	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH6	True	False	False	False
ADHD1	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 1	Genetic Locus		8	GC16U900488	79.3470077514648	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD1	True	False	False	True
ADHD2	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 2	Genetic Locus		7	GC17U900544	77.3039016723633	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD2	True	False	False	True
ADHD3	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 3	Genetic Locus		7	GC06U900728	77.3039016723633	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD3	True	False	False	True
ADHD4	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 4	Genetic Locus		7	GC05U900518	77.3039016723633	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD4	True	False	False	True
ADHD5	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 5	Genetic Locus		6	GC02U901597	53.2186317443848	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD5	True	False	False	True
ADHD6	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 6	Genetic Locus		6	GC13U900588	53.2186317443848	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADHD6	True	False	False	True
ADI1	Acireductone Dioxygenase 1	Protein Coding	Q9BV57	51	GC02M004868	0.720335483551025	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1	False	False	True	False
ADIPOQ	Adiponectin, C1Q And Collagen Domain Containing	Protein Coding	Q15848	59	GC03P186842	4.04171895980835	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ	True	True	False	True
ADIPOR1	Adiponectin Receptor 1	Protein Coding	Q96A54	55	GC01M202940	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR1	True	False	False	False
ADIPOR2	Adiponectin Receptor 2	Protein Coding	Q86V24	54	GC12P001670	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2	True	False	False	False
ADK	Adenosine Kinase	Protein Coding	P55263	63	GC10P075949	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADK	True	True	False	False
ADM	Adrenomedullin	Protein Coding	P35318	57	GC11P021130	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM	False	True	False	True
ADNP	Activity Dependent Neuroprotector Homeobox	Protein Coding	Q9H2P0	55	GC20M050888	2.02668929100037	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADNP	True	True	True	True
ADNP-AS1	ADNP Antisense RNA 1	RNA Gene		19	GC20P054426	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADNP-AS1	True	False	False	True
ADNP2	ADNP Homeobox 2	Protein Coding	Q6IQ32	44	GC18P080109	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADNP2	True	False	False	False
ADORA1	Adenosine A1 Receptor	Protein Coding	P30542	60	GC01P203090	16.2609157562256	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1	True	True	False	True
ADORA2A	Adenosine A2a Receptor	Protein Coding	P29274	59	GC22P024417	9.25596523284912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2A	True	True	False	True
ADORA3	Adenosine A3 Receptor	Protein Coding	P0DMS8	56	GC01M111499	3.98583769798279	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA3	False	True	False	False
ADPGK	ADP Dependent Glucokinase	Protein Coding	Q9BRR6	50	GC15M072751	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPGK	True	False	False	False
ADPRH	ADP-Ribosylarginine Hydrolase	Protein Coding	P54922	48	GC03P119579	4.23448085784912	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRH	False	True	True	False
ADPRS	ADP-Ribosylserine Hydrolase	Protein Coding	Q9NX46	50	GC01P076866	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRS	False	True	False	False
ADRA1A	Adrenoceptor Alpha 1A	Protein Coding	P35348	59	GC08M026747	1.89724802970886	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1A	True	True	False	True
ADRA1B	Adrenoceptor Alpha 1B	Protein Coding	P35368	59	GC05P160583	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1B	True	True	False	False
ADRA1D	Adrenoceptor Alpha 1D	Protein Coding	P25100	57	GC20M004220	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1D	True	True	False	False
ADRA2A	Adrenoceptor Alpha 2A	Protein Coding	P08913	60	GC10P111077	4.95714521408081	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2A	True	True	False	True
ADRA2B	Adrenoceptor Alpha 2B	Protein Coding	P18089	56	GC02M096112	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2B	True	True	False	False
ADRA2C	Adrenoceptor Alpha 2C	Protein Coding	P18825	57	GC04P003766	4.08882904052734	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2C	True	True	False	True
ADRB1	Adrenoceptor Beta 1	Protein Coding	P08588	62	GC10P125703	5.29608392715454	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB1	True	False	False	False
ADRB2	Adrenoceptor Beta 2	Protein Coding	P07550	62	GC05P159202	6.36311817169189	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2	True	True	False	True
ADRM1	ADRM1 26S Proteasome Ubiquitin Receptor	Protein Coding	Q16186	54	GC20P062302	1.59559798240662	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRM1	False	True	False	False
ADSL	Adenylosuccinate Lyase	Protein Coding	P30566	60	GC22P040346	5.28263092041016	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADSL	True	False	False	True
ADTRP	Androgen Dependent TFPI Regulating Protein	Protein Coding	Q96IZ2	37	GC06M011712	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADTRP	True	False	False	False
AFAP1	Actin Filament Associated Protein 1	Protein Coding	Q8N556	51	GC04M007758	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1	True	False	False	False
AFDN	Afadin, Adherens Junction Formation Factor	Protein Coding	P55196	54	GC06P184083	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN	False	True	False	False
AFF2	ALF Transcription Elongation Factor 2	Protein Coding	P51816	54	GC0XP148500	0.464262068271637	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF2	True	True	False	True
AFF3	ALF Transcription Elongation Factor 3	Protein Coding	P51826	49	GC02M099545	2.97648334503174	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF3	True	False	False	True
AFF4	ALF Transcription Elongation Factor 4	Protein Coding	Q9UHB7	52	GC05M132875	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF4	True	True	False	False
AFG1L	AFG1 Like ATPase	Protein Coding	Q8WV93	45	GC06P182705	2.52939105033875	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG1L	True	False	False	False
AFG2A	AFG2 AAA ATPase Homolog A	Protein Coding	Q8NB90	53	GC04P122923	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG2A	True	False	False	True
AFG2B	AFG2 AAA ATPase Homolog B	Protein Coding	Q9BVQ7	48	GC15P045402	14.0799808502197	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG2B	False	True	False	False
AFG3L2	AFG3 Like Matrix AAA Peptidase Subunit 2	Protein Coding	Q9Y4W6	58	GC18M012328	14.8487672805786	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L2	True	True	False	False
AFMID	Arylformamidase	Protein Coding	Q63HM1	47	GC17P155685	0.509354114532471	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFMID	False	False	True	False
AFP	Alpha Fetoprotein	Protein Coding	P02771	60	GC04P073431	0.90202397108078	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP	True	False	False	False
